Hotel Address,Hotel Name,Review
"11, Rue Marcelin Berthelot, Z.I Du, Rue du Vaulorin, 92160 Antony, France",ibis budget Antony Massy,"It is just typical Ibis budget accommodation. Absolutely perfect for a sleepover as a bonus there is a parking lot where I didn't have to worry about my car but the biggest positive was the staff, who are very willing and were always able to help us with everything. Nothing was a problem for them. The entire hotel was clean, the room was well maintained every day. If you want to go to the center of Paris, you can walk 35 minutes to the Antony RER stop, or about 8 minutes by bus 297 from the Pascal stop (15 minutes' walk from the hotel) - you are in tariff zone 3. A supermarket is a 5-minute walk from the hotel. The whole suburb of Antony is very quiet and quite safe. If you have a car, you can drive to the Antony RER stop to the ""Indigo Centre-Ville"" paid parking lot, where you will pay approx. €18 per day. We were extremely satisfied with this location and did not mind the thirty-minute drive to the center of Paris at all."
"11, Rue Marcelin Berthelot, Z.I Du, Rue du Vaulorin, 92160 Antony, France",ibis budget Antony Massy,"Atrocious. I want to start off by saying that I have been at another Ibis Budget hotel before in Berlin, and it was far better in terms of standards. When you arrive, you arrive at what feels like an industrial construction site where construction workers are going in and out, and you as a 'customer' are in the background. Very odd. The lobby is dirty and cheap. The room was falling apart. The only good thing about the room is that the bed is made. If it has been washed is another story. The comfort wasn't there as the pillows had no pillow covers, but merely what felt like tissue paper covering them. The panneling is about to fall apart, there is mould in the bathroom and room, and there are, what seem like burn marks, all over the floor. I didn't dare to look under the bed as I was that grossed out. Then there is the fact that the walls are as thin as paper. A conversation can already be too loud for a sleeping neighbour. There are far better places for around the same pricing to stay at in Paris, just wish I had spotted them earlier."
"11, Rue Marcelin Berthelot, Z.I Du, Rue du Vaulorin, 92160 Antony, France",ibis budget Antony Massy,Very courteous and friendly staff. Location is good but best approachable on self drive.
"11, Rue Marcelin Berthelot, Z.I Du, Rue du Vaulorin, 92160 Antony, France",ibis budget Antony Massy,its excellent  if you are lookin just for a place to sleep and not spend a fortune. the staff is very nice and are  trying to make your stay as plasent as possible. the only problem is its a bit remote from the city transport network and it smells kind a funny in the holeways. i definitely recomend for a 3-4 night stay.
"Parc Des Expositions Sortie N° 2 ""Visiteurs, A104, 93420 Villepinte, France",hotelF1 Villepinte Parc des Expositions,"I would put 0 if I could, worst hotel experience ever! I called the reception to ask for information, but she was very rude and left me on hold, she interrupted me and said I gotta finish what I have to do, if you are busy don't reply to the phone in the first place  (it's a paid call). I immediately canceled my reservation and looked for something better.
It's not worth the price, and if you think it's cheap well the service is much cheaper !
I was disappointed before even getting there."
"Parc Des Expositions Sortie N° 2 ""Visiteurs, A104, 93420 Villepinte, France",hotelF1 Villepinte Parc des Expositions,"Not so great. The receptionist are friendly but doesn't have great sence. They argue for silly things and waste time instead of sorting out issues. They do not know how to deal with customers. I was having free breakfast when I booked along with my group, while having it the receptist came and said me bluntly on face that I am not supposed to eat there for free... Then it's sorted out. How ever they do these senceless things a lot. The toilets are okay and small. The rooms are well maintained. The building is simple and easy to get in and get out. It has small breakfast space in reception."
"Parc Des Expositions Sortie N° 2 ""Visiteurs, A104, 93420 Villepinte, France",hotelF1 Villepinte Parc des Expositions,"The only thing good about this stay is that it is close to the airport. The rooms were dirty, bathroom was vile, sick everywhere and the just dirty as. We didn’t even risk the shower!!! Only stayed one night and will never return. Booked for 2 adults and 1 child (11) on arrival I was told that they only had 2 single beds. We had to get a mattress and put it on the floor as it was last midnight and we had no other option. If I arrived at this place earlier, I would have stayed somewhere else."
"Parc Des Expositions Sortie N° 2 ""Visiteurs, A104, 93420 Villepinte, France",hotelF1 Villepinte Parc des Expositions,"Our room smells dirty, but for the price it is good, otherwise sleep in your car! It is very simpel. In every floor you got 5 shower cabines (soap included) and 4 toilets (paper included) you have to share the toilets and showercabines with others on the floor, So please keep it clean for the next one brother and sisters;-)
You also can have a breakfast in the morning for a couple of euro's. No towels in the room, you can Hire towels for a few euro's. 1 person  shower and toilet cabines."
"Parc Des Expositions Sortie N° 2 ""Visiteurs, A104, 93420 Villepinte, France",hotelF1 Villepinte Parc des Expositions,"Very dirty rooms, insects in the rooms, smell in the rooms and in hotel."
"7 Rue de Nesle, 75006 Paris, France",Hôtel de Nesle,"It is a very unique and quirky hotel in a great location and good value. I loved the atmosphere and it added to my Paris trip.
Being an original building keep in mind that there is a spiral staircase with a lot of stairs, no lift and the rooms are not fully sound proof. I would bring earplugs if you are a light sleeper. The bathroom and room itself were quite small but adequate for a short stay. The staff was friendly and helpful. I would stay here again."
"7 Rue de Nesle, 75006 Paris, France",Hôtel de Nesle,"Location wise good choice - approx 3.5 km from eiffel tower 🗼.
You will find many clubs and bakeries near by.
Kitchen is not available but you can find good restaurants near by.
Host was good and supportive."
"7 Rue de Nesle, 75006 Paris, France",Hôtel de Nesle,"Great value for money. Kind of a small room, but good enough. The paintings on the wall are very specific and original."
"7 Rue de Nesle, 75006 Paris, France",Hôtel de Nesle,"The hotel staff was very supportive. I arrived to Paris after a 9h trip exhausted at 6AM. They were very kind to let us check in at that time, out of their reception hours. The room was very comfortable and picturesque, the location is perfect. Super valuable stay, recommended!"
"7 Rue de Nesle, 75006 Paris, France",Hôtel de Nesle,"We stayed in June of 2016. It was an incredible experience. We had a balcony that opened out to the city street and a room that made you truly feel the history of Paris. It wasn’t luxurious, and it wasn’t extravagant but it was warm and inviting. It was like going home in another country. As Americans we were in a whole new world and this hotel made us feel welcomed. The manager at the front desk even let us borrow his charger because we didn’t have the adapter! I highly recommend this hotel if you are looking for an experience you can’t replicate. Feel the history!"
"116 Rue des Tiphoines, 91240 Saint-Michel-sur-Orge, France",B&B HOTEL Saint-Michel-Sur-Orge,"B&B standards services, were there no employment, booking the hotel rooms online, u take the code from the entrance and the parking online or, by some locations reservations code to use it in a check in machine next the door, after your reservation code been checked, you'll receive the you're room number and pin code to inter the room which is the same you can use to inter the parking. There is also desktop semafoon next of the door ( or you can call) incase you need help with the pin code or the entrance, the help desk are very helpful and efficient. The coffee machine is payable with cash or banking cards, a coffee cost you €2, the is other drinks hot and cold, water cost you €1.5 (unless you bring your own water bottle, it's not expensive (next by pizza restaurants selling the bottle of water €2.5) there's no fridge in the room, or coffee machine ( in other B&B i saw that + free water bottles, here not) that will said that each B&B is different qua service. Double Bed is comfortable but the pillows are really small. TV have wide choices of channels. Wi-Fi is free.
Bathroom was clean, shampoos are free, airconditioning working good, what next...??? I think you should try it yourself :) have a good stay at
#B&B Hotel"
"116 Rue des Tiphoines, 91240 Saint-Michel-sur-Orge, France",B&B HOTEL Saint-Michel-Sur-Orge,"Friendly reception. OK room, big enough for one night. Simple bathroom, but OK. Air conditionned rooms. Breakfast simple but more than OK.  Parking spots very smal & after some searching and trying we could park our smal van.
In general good value for money considering the price we paid"
"116 Rue des Tiphoines, 91240 Saint-Michel-sur-Orge, France",B&B HOTEL Saint-Michel-Sur-Orge,"Overall a good stay. Two vending machines (hot & hold drinks, snacks), but both operated by coins. Would have appreciated a card operated machine as people don't carry much ash these days with them.
The rooms are tiny, but that was expected as it's a very basic road side hotel meant mainly for overnight stays rather than spending time in the room during the daytime.
There's no smoking now inside , but the rooms smell of cigarette smoke that has stuck to the walls from the past, so this would not be the most pleasent choice of hotel for someone who reacts to that."
"116 Rue des Tiphoines, 91240 Saint-Michel-sur-Orge, France",B&B HOTEL Saint-Michel-Sur-Orge,"Rooms at all are okay. Very negative: The Room Doors are slamming like Hell. You not only hear it, you feel it, that hard are they slamming.
Also negative: Working in the morning on your Room is impossible. The Housekeeping Ladys are very loud on the Hallway and are talking all time over all the Hallway. This should be more professional. They can talk before their Work, in their Break and after Work, but not in that Intensity all over the Hallway. During a Phonecall my Boss at the Phone asked me, if i did sleep in a Trainstation, for that noisy Background."
"116 Rue des Tiphoines, 91240 Saint-Michel-sur-Orge, France",B&B HOTEL Saint-Michel-Sur-Orge,"Chaotic breakfast experience! Breakfast Room to small, chairs couldn't be used as tables where to close to each other.

Run out of cereals, scrambled egg and bread.

Simply becsuse of poor planning! You know the number of guests and should be able to buy enough supplies. Please supply the staff with proper tools to plan according to expected demand.

Staff did what they could due to circumstances and if it wasn't for them you would have a 1 as overall rating of breakfast"
"2 Rte de Longjumeau, 91380 Chilly-Mazarin, France",ibis budget Chilly-Mazarin Les Champarts,"Normal budget hotel. A little dirty. Tiny bathroom and rooms. However large windows, good ventilation. Constant noise from the planes. But for the cheap price it's the best in the area."
"2 Rte de Longjumeau, 91380 Chilly-Mazarin, France",ibis budget Chilly-Mazarin Les Champarts,"Do not choose this hotel if you don't like airplanes. If you like airplanes, this may be your favorite hotel. Between about 6:30am and 23:00, airplanes approach Orly to land, pass right on top at low height.
It has a free parking lot, sufficiently large but spots itself are small.
The rooms and cleanliness is good.
The service is good.
Breakfast is the minimum in terms of choice, but fresh and clean."
"2 Rte de Longjumeau, 91380 Chilly-Mazarin, France",ibis budget Chilly-Mazarin Les Champarts,"Rooms: Decent for a budget hotel. Rooms are a little small but sufficient when you just come back to crash at the night. The bathrooms and the rooms were clean. Bathrooms had soap, shampoo and small towels.

Staff: The reception staff in both the shifts were very nice and helped us with information about the city. When we couldn't buy coffee from the vending machine due to lack of coins, we could buy it from their breakfast area. Card payment is possible over 7 euros. The cleaning staff is also polite and nice.

Location: There is a gas station across the road and a Express store where we bought croissants in the morning. There are a number of restaurants around.
We could also order in via UberEats

Parking: Sufficient spots at the site. No charges."
"2 Rte de Longjumeau, 91380 Chilly-Mazarin, France",ibis budget Chilly-Mazarin Les Champarts,"Very arrogant staff they have. The receptionist told me I could check out @1pm the next day because I only paid for a night. After paying he said ..no he only meant this night and I was like why??? It’s only 10hrs I’ll be staying then because I arrived very early in the morning hours.  I asked for my refund and he said no problem he will adjust the time for me and asked when I wanted to check out, I said 5pm and he agreed , not only for him to tell his colleague to throw me out by 1pm saying I should have checked out at 11am. I explained what was agreed with his colleague and told me that his colleague told him I should check out at 11am . He didn’t agree anything with me!
Can you just imagine? Such lies
They started threatening me they’ll call the police on me. Even the cleaners ! What rubbish
Never staying here again
And I don’t recommend. Besides the room is improperly ventilated (had to manage since it was late and I was staying a night)"
"2 Rte de Longjumeau, 91380 Chilly-Mazarin, France",ibis budget Chilly-Mazarin Les Champarts,"Overall, it is a decent and functional place to stay for a stopover in a holiday journey, that I would recommend.
If you are sensitive to noise, don’t forget to bring your earplugs.

Highlights:
- Great location: very close to highway
- Functional bedroom and shower
- Decent breakfast for the price

Not so good:
- Bathroom: the shower curtains don’t close properly so the bathroom is easily wet
- Noisy: as it’s located next to Paris-Orly airport, you can hear the airplanes passing just above the hotel in order to land"
